idannonce,etage,surface,surface_terrain,nb_pieces,mensualiteFinance,balcon,eau,bain,dpeC,mapCoordonneesLatitude,mapCoordonneesLongitude,nb_etages,places_parking,cave,annee_construction,nb_toilettes,ascenseur,nb_logements_copro,charges_copro,logement_neuf,duree_int,INSEE_COM,IRIS,CODE_IRIS,GRD_QUART,UU2010,REG,DEP,loyer_m2_median_n7,nb_log_n7,taux_rendement_n7,prix_median_commune,prix_median_type,prix_median_pieces,prix_median_nb_etage,annee_2019,annee_2020,annee_2021,annee_2022,annee_2023,expo_nord,expo_sud,expo_est,expo_ouest,expo_inconnue,chauf_radiateur,chauf_sol,chauf_convecteur,chauf_poele_bois,chauf_pac,chauf_clim_rev,chauf_cheminee,chauf_inconnu,energie_gaz,energie_elec,energie_fioul,energie_bois,energie_inconnue,chauffage_mode_individuel,chauffage_mode_collectif,chauffage_mode_central,chauffage_mode_inconnu,dpe_A,dpe_B,dpe_C,dpe_D,dpe_E,dpe_F,dpe_G,dpe_inconnu,ges_A,ges_B,ges_C,ges_D,ges_E,ges_F,ges_G,ges_inconnu,typedetransaction_pi,typedetransaction_v,typedetransaction_vp,annonce_exclusive_0,annonce_exclusive_Non,annonce_exclusive_Oui,categorie_annonceur_a,categorie_annonceur_b,categorie_annonceur_ca,categorie_annonceur_cm,categorie_annonceur_m,categorie_annonceur_network,typedebien_lite_a,typedebien_lite_m,TYP_IRIS_x_D,TYP_IRIS_x_H,TYP_IRIS_x_Z,TYP_IRIS_y_H,TYP_IRIS_y_Z
ag681110-322206006,0,94,508.0,6,0,0,0,1,166.0,47.69643,7.29388,1,3,1,1971,2,0,5,796.8520000000001,0,41,68384,0,683840000,6838400,68120,44,68,9.05,2,0.034,333000.0,318000.0,360968.0,310000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
guy-hoquet-immo-facile-5873203,0,82,519.2760000000001,3,0,0,0,1,211.0,47.75516,7.3308,4,1,1,1982,1,1,56,1950.0,0,114,68224,1301,682241301,6822401,68701,44,68,10.0,839,0.089,118444.0,172000.0,179900.0,139000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
nexity-GB00117894,1,37,22.472,1,0,0,0,0,130.0,48.07901,7.34618,1,1,1,1958,1,0,128,409.512,0,204,68066,602,680660602,6806601,68501,44,68,16.0,207,0.089,181000.0,172000.0,80775.0,199900.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
orpi-1-054041E20E2H,0,78,147.0,4,0,0,0,1,275.0,47.76118,7.34685,2,1,0,1987,1,0,25,668.2,0,83,68224,401,682240401,6822401,68701,44,68,10.12,8,0.068,248000.0,318000.0,260000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ag681444-375978004,4,67,2080.0,4,0,1,0,1,245.2,47.74942,7.33994,4,1,1,1998,1,1,15,1752.2,0,71,68224,102,682240102,6822401,68701,44,68,9.22,388,0.083,118444.0,172000.0,194400.0,139000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag671791-283790714,2,130,224.2,6,0,0,0,1,121.0,48.07327,7.35466,2,1,1,1913,1,0,15,1904.0,0,-1104,68066,104,680660104,6806601,68501,44,68,9.29,10,0.075,181000.0,172000.0,256500.0,190000.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
immo-facile-49988988,0,140,618.0,6,0,0,1,1,238.6,47.92905,7.18617,1,3,1,1998,2,0,4,556.8520000000001,0,92,68058,0,680580000,6805800,68401,44,68,7.75,2,0.035,294500.0,318000.0,360968.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
orpi-1-054048E1GG5C,2,130,371.8,5,0,0,0,1,302.0,48.07116,7.35402,3,1,1,1850,1,1,3,1686.1,0,-757,68066,202,680660202,6806601,68501,44,68,9.45,59,0.07,181000.0,172000.0,230000.0,174000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mgc-177147544,0,67,139.6,3,0,0,0,0,204.6,47.6244,7.23717,3,2,0,1954,1,0,18,830.0,1,21,68004,101,680040101,6800401,68206,44,68,9.55,86,0.034,157400.0,172000.0,179900.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag340369-246773992,0,45,523.562,2,0,0,0,0,178.8,47.72882,7.33044,3,1,1,2009,1,1,64,968.0139999999999,0,35,68224,704,682240704,6822401,68701,44,68,11.11,960,0.028,118444.0,172000.0,131500.0,174000.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag681158-367465381,0,49,101.6,2,0,0,0,0,158.0,47.88865,7.23645,2,2,1,1916,1,0,18,374.0,0,106,68315,102,683150102,6831501,68401,44,68,10.78,12,0.089,156000.0,172000.0,131500.0,190000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mgc-371568248-MS-230105-104203,0,110,395.8,4,0,0,0,0,254.4,47.94362,7.37913,1,2,0,1997,1,0,6,595.0,1,57,68241,0,682410000,6824100,68000,44,68,8.91,1,0.033,335095.0,318000.0,260000.0,310000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-moebel-immo-335,0,131,779.0,6,0,0,0,1,58.0,47.57664,7.41792,1,2,1,2010,2,0,6,988.8,0,22,68264,0,682640000,6826400,68000,44,68,11.552000000000001,2,0.053200000000000004,540000.0,318000.0,360968.0,310000.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag681104-380391304,0,115,808.0,5,0,1,0,1,259.0,47.54405,7.40363,1,2,1,1985,2,0,6,553.592,0,8,68222,0,682220000,6822200,68000,44,68,8.77,1,0.062,338000.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag680286-326675943,2,143,389.4,6,0,0,0,1,205.0,47.74972,7.345,4,1,0,1927,1,0,29,1713.6,0,79,68224,602,682240602,6822401,68701,44,68,8.61,17,0.044,118444.0,172000.0,256500.0,139000.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag681156-252595234,1,72,482.058,3,0,0,0,1,140.0,47.54702,7.47354,2,2,1,2001,1,1,58,2784.0,0,-892,68362,0,683620000,6836200,68000,44,68,16.85,3,0.081,199000.0,172000.0,179900.0,190000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
apimo-82450977,0,101,448.4,5,0,0,0,0,237.6,48.11352,7.47328,2,2,1,1953,1,0,2,452.2,0,8,68157,0,681570000,6815700,68000,44,68,11.948000000000002,1,0.0518,325000.0,318000.0,315000.0,323978.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
mgc-370345765-2212LPILLZACH4502P100,0,100,419.8,5,0,0,0,0,241.4,47.77061,7.35327,1,3,0,1977,2,0,6,20.0,1,15,68154,103,681540103,6815401,68701,44,68,8.71,1,0.03,280000.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
entities-1043690-3587705,0,116,1505.0,5,0,0,0,1,274.0,47.61511,7.2133,2,3,0,1940,2,0,5,690.0,1,26,68062,0,680620000,6806200,68206,44,68,9.09,2,0.033,293342.5,318000.0,315000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
immo-facile-47554738,0,80,589.0,3,0,0,0,1,268.2,47.81203,7.31477,1,2,1,1930,1,0,57,422.32,0,87,68376,102,683760102,6837601,68701,44,68,13.75,3,0.066,275000.0,318000.0,189000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ag671474-257130700,4,83,587.2,5,0,0,0,1,131.0,47.76269,7.35747,6,1,1,1985,1,1,280,2176.0,0,-914,68154,103,681540103,6815401,68701,44,68,7.91,2,0.089,120400.0,172000.0,230000.0,160650.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
160988197,0,99,431.0,4,0,0,0,0,216.8,47.9724,7.26161,1,2,1,1941,2,0,14,95.8,0,13,68364,0,683640000,6836400,68111,44,68,10.11,1,0.05,274500.0,318000.0,260000.0,310000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
orpi-1-054927E2GMAO,0,83,2080.0,4,0,0,0,0,295.0,47.75886,7.33112,3,1,1,1951,1,0,6,600.0,0,37,68224,1401,682241401,6822401,68701,44,68,9.22,388,0.118,118444.0,172000.0,194400.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
guy-hoquet-immo-facile-2710592,0,77,2080.0,4,0,1,0,1,267.0,47.75825,7.34142,3,1,1,1960,1,0,19,2199.88,0,562,68224,1401,682241401,6822401,68701,44,68,9.22,388,0.081,118444.0,172000.0,194400.0,174000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
century-21-202_3377_1182,2,41,523.562,2,0,0,1,0,225.2,47.72302,7.32558,4,0,1,2012,1,1,82,1461.0,0,78,68056,102,680560102,6805601,68701,44,68,11.63,45,0.033,178510.0,172000.0,131500.0,139000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
guy-hoquet-immo-facile-3009316,0,152,757.0,7,0,0,0,0,114.0,47.62419,7.28992,1,4,0,1972,2,0,1,778.8520000000001,0,148,68080,0,680800000,6808000,68000,44,68,7.046000000000001,1,0.0378,210200.0,318000.0,380000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag681332-343249338,0,90,377.0,5,0,0,0,1,203.4,47.6683,7.42162,2,2,1,1991,1,0,3,135.2,0,10,68103,0,681030000,6810300,68000,44,68,10.2,3,0.034,349000.0,318000.0,315000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
immo-facile-41390486,0,40,63.2,2,0,0,1,0,665.0,47.82545,7.27231,2,1,1,1950,1,0,61,480.0,0,174,68321,0,683210000,6832100,68701,44,68,12.75,3,0.081,117300.0,172000.0,131500.0,190000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
nexity-GB00162899,1,43,87.192,2,0,1,0,1,65.0,47.62618,7.52701,2,1,0,2020,1,0,19,1038.31,0,39,68297,103,682970103,6829701,68403,44,68,14.0,472,0.048,220000.0,172000.0,131500.0,190000.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
guy-hoquet-immo-facile-6050848,0,79,223.4,4,0,0,0,1,108.0,47.80441,7.18584,4,2,1,2017,1,1,31,2148.0,0,92,68063,104,680630104,6806301,68402,44,68,10.59,14,0.038,168000.0,172000.0,194400.0,139000.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
gedeon-24885749,0,142,726.4,6,0,0,1,0,154.6,47.73021,7.41971,2,2,1,1930,2,0,14,713.652,0,125,68118,0,681180000,6811800,68701,44,68,10.0,3,0.054,367250.0,318000.0,360968.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-CGAIMMOBILIER-1741,0,46,84.674,2,0,0,1,0,155.2,47.57484,7.51373,2,1,1,2022,1,1,91,1238.636,0,-53,68135,0,681350000,6813500,68403,44,68,13.19,31,0.034,273000.0,172000.0,131500.0,190000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
rodacom-4435209,0,98,547.8,5,0,0,0,1,60.0,47.65938,7.27508,1,2,0,1977,2,0,12,881.2,0,-914,68332,0,683320000,6833200,68117,44,68,9.652000000000001,2,0.05339999999999999,291000.0,318000.0,315000.0,310000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
entities-1043690-3670538,0,94,1034.0,5,0,0,0,1,129.78,47.66845,7.16812,2,2,0,1977,2,0,7,422.4,1,22,68018,0,680180000,6801800,68000,44,68,8.5,1,0.026,405950.0,318000.0,315000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
rodacom-4435204,0,98,667.4,5,0,0,0,1,187.2,47.65337,7.26568,1,3,0,1981,2,0,12,881.2,0,-914,68332,0,683320000,6833200,68117,44,68,10.708000000000002,4,0.051000000000000004,291000.0,318000.0,315000.0,310000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
gedeon-26352000,0,103,371.8,5,0,0,0,0,222.0,48.07775,7.35796,3,1,1,1944,1,1,4,1628.0,0,29,68066,102,680660102,6806601,68501,44,68,9.45,59,0.062,181000.0,172000.0,230000.0,174000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag680254-355161847,1,309,512.4,10,0,0,0,0,134.0,48.12717,7.47167,3,3,1,1928,3,1,11,1064.0,0,100,68157,0,681570000,6815700,68000,44,68,7.55,1,0.05720000000000001,238500.0,172000.0,252000.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
mgc-361087574-MS-221004-111004,0,87,534.8,5,0,0,0,0,212.2,47.78943,7.37004,2,2,1,1974,1,0,15,40.0,1,43,68300,101,683000101,6830001,68701,44,68,10.99,7,0.042,345600.0,318000.0,315000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
hektor-3ROIIMMOBILIERE-995,2,58,714.896,3,0,0,0,1,120.0,47.74212,7.31101,4,1,0,2012,1,1,12,1484.008,0,50,68224,1002,682241002,6822401,68701,44,68,10.0,839,0.055,118444.0,172000.0,179900.0,139000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag681106-364240273,0,150,357.0,6,0,0,0,1,274.0,48.06818,7.37354,2,2,0,1931,1,0,2,556.8520000000001,0,86,68066,301,680660301,6806601,68501,44,68,9.82,3,0.042,351970.0,318000.0,360968.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
mgc-352120117-VM-SCHLIERBACH-2022137,0,106,515.8,5,0,0,0,0,156.4,47.68246,7.40763,1,4,1,2006,2,0,3,135.2,1,8,68301,0,683010000,6830100,68119,44,68,6.0,1,0.0262,393975.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-expertiseimmo-71,0,238,1033.0,9,0,0,0,0,216.6,48.08623,7.45035,3,4,1,1905,3,0,2,500.0,0,29,68095,0,680950000,6809500,68000,44,68,9.57,3,0.0492,354767.5,318000.0,395000.0,315750.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
apimo-5126986,4,78,316.6,4,0,0,0,0,331.0,48.08091,7.33419,4,1,1,1972,1,1,43,1536.0,0,7,68066,805,680660805,6806601,68501,44,68,9.98,190,0.104,181000.0,172000.0,194400.0,139000.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
immo-facile-51778768,0,66,220.60999999999999,3,0,1,1,0,267.0,47.78084,7.26148,3,1,1,1958,1,0,41,1428.74,0,-217,68270,0,682700000,6827000,68701,44,68,10.21,6,0.065,135200.0,172000.0,179900.0,174000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ag670547-273023960,0,110,675.0,5,0,0,0,1,238.0,47.61096,7.10522,2,2,1,1912,1,0,7,542.4,0,183,68200,0,682000000,6820000,68201,44,68,8.413999999999998,2,0.041400000000000006,262500.0,318000.0,315000.0,323978.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
