idannonce,prix_bien
ag681106-327351789,135000
guy-hoquet-immo-facile-6327005,110000
immo-facile-38367334,151200
ag681237-371799478,285000
140693091,193417
century-21-202_3185_700,110000
orpi-1-054927E1QBIQ,85000
160617297,520100
ag681237-314311434,175700
guy-hoquet-immo-facile-6042128,202500
entities-1044599-2792263,319000
hektor-lifeimmo-2029,280900
151853047,311000
apimo-8158393,71000
apimo-5352564,640000
156194125,241000
guy-hoquet-immo-facile-2810176,248000
ag671474-375773560,142000
gedeon-25511654,246000
safti-1-871959,284000
orpi-1-054039E2597H,245590
mgc-283569036-CWE-210106-100041,302000
apimo-4349792,330000
iad-france-876659,86000
hektor-girardi-pfastatt-2581,260000
ag681110-229897480,473000
citya-immobilier-1273-TAPP495412A,135000
147601687,428000
iad-france-802092,245000
ag681154-338970609,441000
rodacom-4492869,250200
ag681158-364244599,430000
ag750665-253066984,290000
immo-facile-adresse-12012876,307400
mgc-344272980-RK_MSB_KRUTH_TM900pp,348500
guy-hoquet-immo-facile-2748141,115000
hektor-MAYAIMMO2020-2452,580000
hektor-generalimmo-3187,190000
hektor-CGAIMMOBILIER-1065,149460
ag680297-271056656,127200
ag680575-335053719,253000
hektor-ag-orim-1077,360000
hektor-MAYAIMMO2020-1930,268000
hektor-robischung-2503,249000
iad-france-1086607,298500
immo-facile-35169674,472500
150387165,252000
hektor-ELSASS2020-908,283500
apimo-82387505,275000
safti-1-847505,335000
rodacom-4890589,192000
hektor-agence-efco-immo-1325,669500
orpi-1-054041E22QZB,215000
ag681158-352665508,102000
mgc-311583305-C-HEC-823-B-SB,284500
ag680632-261360514,58400
hektor-lifeimmo-1903,188000
rodacom-5120533,725000
rodacom-4470255,65000
apimo-4348414,275000
ag681237-319179762,199900
ag681158-290840360,316000
ag681158-323752830,180000
hektor-MAYAIMMO2020-2485,242000
ag681237-310103595,223650
ag680575-200778033,182000
ag681542-378877263,258000
immo-facile-3234431,372340
safti-1-817440,125000
hektor-MAYAIMMO2020-2088,234000
mgc-334846972-MS-220302-102748,214000
156275473,161900
mgc-154877193-EK-20181806-OP1-HIRS,239916
mgc-366697036-MKI-LANDSER-20221118,302270
ag681108-360545740,665000
ag681158-288866513,174000
ag751938-251032783,415000
ag670426-342305046,210000
ag681204-336974985,55000
immo-facile-50980172,90000
ag680286-299703816,189000
150944171,189000
ag681234-323949738,237000
ag671791-285606155,146500
hektor-MAYAIMMO2020-2077,393750
guy-hoquet-immo-facile-5590698,202400
orpi-1-054037E1QO1U,450000
immo-facile-45270823,152000
orpi-1-054932E1K6TC,132000
laforet-immo-facile-20777172,420000
ag680286-306300309,260000
laforet-immo-facile-17555496,128400
hektor-lifeimmo-1953,90000
safti-1-759081,249000
immo-facile-49488721,349520
ag681158-366252244,128000
immo-facile-44803560,294925
ag670426-342580641,319900
safti-1-873366,269500
hektor-girardi-pfastatt-3185,252000
apimo-7213810,429000
apimo-7089678,179900
ag681075-344219529,111000
mgc-357977848-RK_MSB_KINGERSHEIM_TM700,397000
hektor-MAYAIMMO2020-1890,255600
apimo-5455619,185000
guy-hoquet-immo-facile-5789543,195000
hektor-MAYAIMMO2020-2343,103000
safti-1-850337,162000
hektor-deuxmm-23,119990
hektor-MAYAIMMO2020-2112,156700
ag110472-377815120,136320
immo-facile-46589876,233000
guy-hoquet-immo-facile-5783340,56500
hektor-CGAIMMOBILIER-1116,210000
orpi-1-054037E1FIYY,832000
hektor-cdrieux-761,231000
orpi-1-054927E2EBK3,160500
ag681158-365685067,99900
immo-facile-40708075,484000
hektor-MAYAIMMO2020-2244,304500
ag681119-363125851,64000
hektor-generalimmo-2817,393000
ag681404-371752897,227000
rodacom-4331461,475000
ag680967-348713682,87200
hektor-girardi-pfastatt-2919,252000
ag681109-366245959,204000
ag681110-343373604,273000
hektor-sweethomeconseil-1108,360000
pericles-36004752,260000
ag671791-310088406,110000
orpi-1-054927E1Z5J9,259700
ag681237-383573297,207675
ag681119-312389885,275000
immo-facile-3299854,280000
ag681088-374575123,208000
ag680974-269407415,81000
snpi-5167462,980000
mgc-338020624-MS-220329-094643,398000
157403549,272520
ag681423-350012245,85000
visiteonline-p_5327916,163000
entities-1044602-2643924,1035000
mgc-354447849-C-KING-470-OS,456760
hektor-CGAIMMOBILIER-882,86000
ag681158-341240583,310000
ag681391-332215527,245000
rodacom-4334708,252500
ag340369-360985843,641500
ag681425-339690468,275600
ag671791-326370480,95000
hektor-sweethomeconseil-1106,372000
ag681391-361988971,397500
immo-facile-48719668,399000
160967647,259733
iad-france-861254,277000
ag340369-378764818,185000
gedeon-23682691,254000
century-21-202_3185_1115,149900
iad-france-944222,158000
immo-facile-adresse-13075205,285000
151655813,169000
hektor-agence-efco-immo-1557,457600
ag681360-350864083,343000
immo-facile-44148314,338000
orpi-1-054927E1FX2S,124200
ag671474-368932375,517000
immo-facile-51336764,294000
orpi-1-054928E1FOGJ,113400
ag681106-355060504,245000
ag681124-380271394,338000
ag681210-344957433,364000
hektor-MAYAIMMO2020-1940,258475
safti-1-695966,175000
apimo-4840050,355500
hektor-MAYAIMMO2020-2104,239000
ag681106-323477046,420000
ag671474-278314928,88000
ag681237-287015708,269900
ag680575-216030978,259000
hektor-moebel-immo-292,309000
ag681234-364785487,124200
hektor-cdrieux-803,293000
hektor-ELSASS2020-5211,169999
mgc-364632238-3110BARTENHEIM421JCTP100,397500
ag681332-316510143,186000
immo-facile-33859802,187600
ag681237-347155179,393200
ag671791-281283494,245000
ag681495-382710902,199000
orpi-1-054039E2BULV,184200
gedeon-24848552,228500
safti-1-764758,164000
147381075,119000
mgc-362252398-VM-BALGAU-20221012,458900
ag681106-363903103,315000
hektor-immolandismunst-1175,90720
ag681158-314311704,297000
guy-hoquet-immo-facile-2373075,482750
ag681158-364395076,434000
hektor-girardi-pfastatt-3039,252000
apimo-5066514,199000
orpi-1-054041E1YQK7,77000
orpi-1-054048E1YPXC,249310
orpi-1-054041E1KVKI,97200
ag671717-371144683,184000
ag671791-287926181,78400
hektor-agence-efco-immo-1491,143000
ag681237-334340919,269000
ag680967-355111714,141240
ag681158-364106533,97000
hektor-cdrieux-729,155000
hektor-generalimmo-2909,357000
rodacom-4554716,260820
hektor-alaingimmo-387,140000
ag681404-326620929,165000
ag681108-323837835,599000
mgc-335330241-RK_MSB_ROGGENHOUSE_TM620pp,389000
ag681158-362434264,471000
hektor-MAYAIMMO2020-1828,156600
ag671791-290483924,185000
immo-facile-38067292,189300
150944169,242900
ag681332-342045030,311225
ag681145-382818989,64500
guy-hoquet-immo-facile-4036074,132000
iad-france-1133348,184000
ag681154-256239757,240000
gedeon-26124768,238000
ag681103-241206009,82840
hektor-CGAIMMOBILIER-966,173250
orpi-1-054927E1FSCQ,225000
ag681237-338383797,158250
hektor-sweethomeconseil-1227,295000
immo-facile-49309814,319000
immo-facile-49651600,590000
hektor-generalimmo-3193,229000
hektor-CGAIMMOBILIER-1153,848700
ag440414-341834502,285000
149481811,182000
guy-hoquet-immo-facile-5666912,146200
mgc-286816332-SJ-210128-165251,484000
iad-france-863994,185000
ag681210-365060011,353600
orpi-1-054041E1VTNL,149800
hektor-CGAIMMOBILIER-1458,273000
century-21-202_3185_273,120000
ag680010-372253210,231000
apimo-5167748,580000
158553759,547175
guy-hoquet-immo-facile-5532413,95500
immo-facile-37130738,927000
immo-facile-49988964,208000
immo-facile-47228118,156000
hektor-girardi-pfastatt-3057,277000
mgc-360974839-MKI-HEIMERSDORF3-20221003,322026
immo-facile-44448932,683500
ag440414-353609938,219200
hektor-moebel-immo-107,369000
gedeon-24751951,272000
immo-facile-47966359,549000
hektor-PAQUIN2020-118,449900
safti-1-711413,349000
iad-france-1189547,325000
hektor-PAQUIN2020-13,309750
hektor-ghisimmobilier-1980,243000
hektor-generalimmo-3417,204000
ag681332-328569549,245000
orpi-1-054933E25ASS,163100
guy-hoquet-immo-facile-6051971,199900
immo-facile-37169438,254800
ag681237-315708759,491375
ag681158-313849728,87000
iad-france-731875,240000
entities-1044598-2749991,297000
iad-france-1263523,219000
mgc-340059138-HEIMERSDORF600LP4P,350500
hektor-girardi-pfastatt-2660,440000
hektor-robischung-2147,199000
ag671791-316228332,130000
iad-france-1215812,165000
135755815,214000
immo-facile-51602047,282900
147032685,96000
mgc-321179006-C-OBE-355-AG,242500
safti-1-781544,79900
guy-hoquet-immo-facile-60484,158000
ag681108-345597948,442000
ag681122-275892596,670000
ag670001-341768508,172800
safti-1-676177,69000
mgc-165885536_LE-SAINT-EXUPERY,268000
150741207,41400
guy-hoquet-immo-facile-6213548,156000
ag681124-317912859,538000
ag681237-290299760,129600
gedeon-23657423,230000
mgc-379166423-CWE-230316-144730,263000
mgc-294090192-SJ-210317-153648,288500
iad-france-1237352,280000
ag681158-308937531,175000
ag681119-315453686,223000
nexity-GB00169021,208000
hektor-girardi-pfastatt-3326,250000
orpi-1-054038E2IQ9Z,235000
hektor-agence-efco-immo-1577,387373
entities-1043690-3682705,306180
ag671474-353219737,395000
century-21-202_3377_647,66000
ag681391-357441370,360000
hektor-agfreyimmo-927,190000
hektor-5_lerosenberg-1179,285000
iad-france-1004150,70500
hektor-ag-orim-1171,128000
entities-1044601-2686997,649500
immo-facile-50430738,360000
hektor-lifeimmo-1989,392000
ag681104-379068829,409900
hektor-lifeimmo-2011,349800
entities-1043690-3683948,334620
ag680632-224216626,129000
hektor-MAYAIMMO2020-1192,311225
mgc-354905746-RK_MSB_SAINT-BERNARD_TM430_opt6,324000
hektor-MAYAIMMO2020-2024,230000
orpi-1-054048E25BIH,333900
157964849,435000
160968023,244185
guy-hoquet-immo-facile-5975973,50000
mgc-279262839-CWE-201202-150900,298000
adapt-immo-680081353,100500
ag681104-319391271,13000
safti-1-573026,115000
adapt-immo-68009445,173000
immo-facile-46996632,299000
immo-facile-adresse-12849752,139000
ag671474-381737911,90000
ag681158-255321537,182200
immo-facile-48352853,249038
149198187,258500
hektor-ag200136-3449,590000
laforet-immo-facile-20921543,165850
160967297,286500
hektor-girardi-pfastatt-2784,186000
ag681158-306890400,345000
adapt-immo-680091413,159900
immo-facile-51712792,220000
ag681110-270751016,132500
hektor-alaingimmo-311,260000
immo-facile-49065848,409500
ag681113-291329954,325000
immo-facile-43923806,197600
immo-facile-29723909,412000
rodacom-5020028,227402
immo-facile-3776886,135000
ag680286-309864291,100000
entities-1044602-2722706,757100
ag681494-360951973,288000
mgc-373803539-CWE-230125-154715,327000
ag681404-382522363,151200
orpi-1-054048E24QVO,199500
citya-immobilier-1273-TAPP422992,97000
ag681113-313717992,167000
immo-facile-32380560,85000
immo-facile-37078234,317000
hektor-CGAIMMOBILIER-1756,398000
immo-facile-49822018,123050
orpi-1-054041E1UH2V,244000
apimo-6084142,477000
ag681145-374459848,336000
guy-hoquet-immo-facile-79519,190000
ag681158-323752839,370000
hektor-5_lerosenberg-1940,228000
entities-1044601-2755588,646100
mgc-366222703-MKI-ROSENAU-20220806,472463
immo-facile-43422098,462000
ag681391-343130355,315000
immo-facile-35551317,161200
hektor-moebel-immo-243,267000
hektor-MAYAIMMO2020-1980,198200
ag680575-378021175,225000
immo-facile-50731577,249900
orpi-1-054041E1K8X4,169250
mgc-368910541-RK_MSB_CERNAY_TM500tplat,443800
ag681404-326621106,422000
immo-facile-49587627,139360
ag680286-379079980,165000
orpi-1-054036E1K1QJ,119500
ag671791-293016794,378000
hektor-immoplusalsace-2166,349900
ag681158-258865699,338000
nexity-GB00163037,135000
hektor-girardi-pfastatt-3049,299000
orpi-1-054927E26X5B,145800
immo-facile-51595227,185500
ag681108-332439858,498000
iad-france-1296531,398000
immo-facile-40711796,250000
gedeon-25217112,249000
132004625,195174
mgc-239088864-CWE-200214-163420,266000
ag681106-382611311,462000
immo-facile-44623305,341250
hektor-immolandismunst-1164,251450
immo-facile-50854416,456750
safti-1-524077,125000
ag671474-294653369,97000
mgc-342126793-CWE-220503-102544,259000
hektor-CGAIMMOBILIER-1148,219000
immo-facile-33849305,175000
ag681391-347002158,825000
adapt-immo-680091583,203000
safti-1-634049,359000
ag340369-381507388,201000
guy-hoquet-immo-facile-2531096,56400
guy-hoquet-immo-facile-5997536,149900
ag541392-329890452,213000
immo-facile-51717624,215000
ag671791-313474818,85000
hektor-MAYAIMMO2020-2166,193800
ag681158-360527932,510000
mgc-118756865_EK-SEP6-EK-SMA92-SEP6-EK-SEP6-EK-SMA92-SEP6,275200
hektor-immolandismunst-1099,192600
orpi-1-054038E1FYYQ,299000
ag671791-318817815,150000
ag671633-324459309,227537
ag671791-320906616,110000
guy-hoquet-immo-facile-5824596,425000
mgc-368888281-0812ASPACHLEHAUT720LB2P130,449500
iad-france-712888,235000
guy-hoquet-immo-facile-5477145,200000
guy-hoquet-immo-facile-5589043,265000
ag680575-181027552,298000
hektor-MAYAIMMO2020-2570,102000
hektor-LECEDREIMMO-8,168700
guy-hoquet-immo-facile-5811280,95500
rodacom-4479603,202000
iad-france-960000,147000
ag681104-274454324,165000
rodacom-4930309,276000
ag681237-368375578,633000
hektor-MAYAIMMO2020-1951,235000
hektor-PAQUIN2020-93,180200
apimo-3948866,70000
safti-1-795388,495000
immo-facile-34690865,392000
ag311656-376200277,210000
safti-1-757783,348000
immo-facile-52468549,290000
entities-1043690-3639117,331280
immo-facile-33773635,415000
160702405,317000
156194215,219500
entities-1043690-3711738,403050
hektor-CGAIMMOBILIER-902,367500
ag743447-324991488,78000
ag681158-360020101,243000
157949967,200000
keller-williams-1-34_1_40-114650,715000
ag671791-288660110,315000
mgc-118756865_RFBRUN502-RF111TPG2-RFBRUN502-RF111TPG2,445500
hektor-immolandismunst-1022,224700
151027641,120000
mgc-216600995-SJ-190916-085331,352000
nexity-GB00170024,103500
entities-1044602-2685963,708500
laforet-immo-facile-20951126,103500
laforet-immo-facile-21076117,224700
immo-facile-50689411,539900
orpi-1-054927E2F2L5,250000
guy-hoquet-immo-facile-3120362,130000
ag671474-315621261,435000
guy-hoquet-immo-facile-4525652,62000
ag671791-294574739,185000
iad-france-945060,289000
immo-facile-1990555,390625
157674277,160000
152507447,232000
hektor-3ROIIMMOBILIERE-974,93000
mgc-ancien-069484,76500
safti-1-821284,449000
iad-france-885182,219500
ag571342-340855275,367200
ag681237-300926106,418500
hektor-sweethomeconseil-1070,287500
hektor-1_lerosenberg-1396,150000
mgc-373778705-CWE-230125-102049,281000
155232671,242000
ag060811-373889560,275000
ag681237-368278276,149040
ag671791-289446314,67200
ag681360-351941593,140000
nexity-GB00139888,120000
entities-1044598-2685974,418000
ag681237-315708765,77000
ag681391-365796340,350000
hektor-sweethomeconseil-1210,215000
ag671791-311496576,447000
hektor-ghisimmobilier-1972,212000
guy-hoquet-immo-facile-2734737,170000
hektor-lifeimmo-1975,69000
orpi-1-054927E1FN9N,113360
hektor-lifeimmo-1789,38000
immo-facile-51109597,199000
century-21-202_3377_962,299500
hektor-MAYAIMMO2020-789,150000
orpi-1-054038E2C42D,95400
hektor-generalimmo-3269,333000
guy-hoquet-immo-facile-5762075,75000
hektor-sweethomeconseil-1060,182000
nexity-GB00111041,160000
ag681332-348834552,355000
152977353,181500
ag681109-366245968,353000
iad-france-1122061,398000
mgc-357418312-RUMERSHEIMLEHAUT594LPP120,365000
guy-hoquet-immo-facile-5588674,171800
ag671791-329838999,116000
immo-facile-48832225,105000
ag743447-324992100,498000
immo-facile-49807710,233200
hektor-CGAIMMOBILIER-738,169600
hektor-immo-wittenheim-3154,120069
ag681358-352522039,957900
ag671913-380092306,279000
mgc-363895830-C-KIN-90-OS-2,305000
gedeon-25119810,425000
orpi-1-054041E1Z40E,155000
immo-facile-43361260,140000
entities-1044601-2811540,583660
guy-hoquet-immo-facile-6234978,170000
guy-hoquet-immo-facile-6293987,190200
150943955,188300
mgc-323278199-CWE-211116-121145,238500
immo-facile-46213871,280200
safti-1-611310,89000
fnaim-46904421,99000
entities-1044599-2744400,445068
ag681108-284925671,117000
immo-facile-50816085,449000
ag680297-363181204,227800
ag681108-345435315,299000
ag671343-321309489,155000
iad-france-1194736,320000
ag681075-378773737,71000
hektor-cdrieux-780,118000
ag680010-308035617,110000
153625857,215000
rodacom-4890574,310000
iad-france-1041570,95000
hektor-CGAIMMOBILIER-1551,349650
mgc-319483539-VM-MORTZWILLER-21211210,313440
ag681404-365387590,130000
laforet-immo-facile-20058700,332000
immo-facile-43335493,375000
guy-hoquet-immo-facile-2533133,324900
guy-hoquet-immo-facile-4822915,265000
hektor-robischung-2713,277000
ag680575-284833661,173000
ag680254-347345418,91800
apimo-7074111,242000
apimo-5856664,272000
orpi-1-054041E1ODSH,171000
iad-france-858582,271000
159448779,314530
adapt-immo-680091608,572000
gedeon-26837132,262500
ag681075-342974001,346500
orpi-1-054038E2LCQ3,137000
apimo-4590985,88000
156863047,230000
guy-hoquet-immo-facile-5766397,132000
hektor-MAYAIMMO2020-2478,295000
orpi-1-054039E1YS3C,282000
ag671474-264499901,130000
160423291,395000
immo-facile-50449235,150000
orpi-1-054927E1LTU0,132600
nexity-GB00107994,190000
rodacom-4554699,123000
laforet-immo-facile-21094809,246100
entities-1044602-2781119,611700
ag681156-268922597,155000
ag680297-256068819,367500
orpi-1-054041E1EGC7,192600
pericles-36546072,210500
mgc-343802455-CWE-220517-155934,379000
hektor-generalimmo-3016,365000
immo-facile-35048216,192400
gedeon-24474824,442000
160967371,411600
hektor-girardi-pfastatt-2776,289000
hektor-girardi-pfastatt-2946,355000
ag681156-283954712,459000
iad-france-1198278,345000
ag681122-277284443,165000
ag680632-260485414,94300
guy-hoquet-immo-facile-5786584,483500
hektor-1_lerosenberg-1133,80000
rodacom-4403216,222800
guy-hoquet-immo-facile-4874425,169000
guy-hoquet-immo-facile-5691879,164000
ag680967-175811728,132000
entities-1044601-2666512,823100
orpi-1-054041E1K45T,165850
157215827,354765
orpi-1-054037E23SYT,188636
gedeon-25343864,175000
hektor-moebel-immo-70,262000
guy-hoquet-immo-facile-4928020,175000
ag681156-319196409,120000
ag680297-357480283,140000
orpi-1-054037E29O0L,119000
immo-facile-adresse-10658675,204000
ag681360-351941605,194200
guy-hoquet-immo-facile-2710348,148000
rodacom-5255996,530000
hektor-generalimmo-3340,149000
visiteonline-p_5230612,306720
immo-facile-34138279,162400
hektor-girardi-pfastatt-2788,102000
hektor-cdrieux-746,243000
adapt-immo-680081290,109000
159185275,313764
ag680633-275184119,126500
mgc-259849399-VM-SOPPE_LE_HAUT-2020717,249400
entities-1043690-3730525,495000
ag681108-326537115,315000
immo-facile-37632981,249600
immo-facile-3253415,202127
mgc-358817473-5KEMBS681JCTP125,565000
rodacom-4043153,141400
hektor-immo-wittenheim-3242,270400
ag681110-280277123,195000
rodacom-5107191,229700
mgc-380984595-C-HEI-531-85-AG2,306500
safti-1-843146,299000
ag681122-382864736,678000
immo-facile-47743176,319000
ag671791-319641933,150000
ag680254-236124309,105000
ag681237-345919908,175000
guy-hoquet-immo-facile-4525181,347500
hektor-girardi-pfastatt-2846,232000
hektor-MAYAIMMO2020-1979,349900
rodacom-4325318,302000
immo-facile-48249871,280000
orpi-1-054048E1YSZC,208650
apimo-7414869,339000
immo-facile-3601663,249000
152977357,247500
hektor-moebel-immo-11,336000
ag681158-370014079,104500
immo-facile-45902094,297000
hektor-robischung-2601,190000
ag681444-350268334,159000
immo-facile-51021214,212000
ag671474-373068385,365000
ag681106-371363434,132000
immo-facile-51357717,265200
150241889,185500
entities-1044602-2722472,717600
iad-france-753947,148000
immo-facile-36863152,465000
hektor-sweethomeconseil-1279,445000
immo-facile-46642930,529000
safti-1-705587,160000
ag680010-341905911,460000
iad-france-1279588,329000
mgc-358051069-VM-UFFHEIM-2022912,494900
ag681158-285013397,472000
hektor-CGAIMMOBILIER-1773,357000
immo-facile-49454700,119900
ag671791-298133124,230000
ag681158-347804118,151000
entities-1043690-3676731,341810
155537277,147000
iad-france-1087200,335000
hektor-mhimmobilier-1394,190000
ag340369-288475037,260000
immo-facile-39707882,190000
ag440414-380693449,260000
ag671791-324715833,95000
ag671791-301205367,447000
orpi-1-054037E20U80,624000
mgc-258603786-MS-200709-104927,274500
hektor-generalimmo-3220,328000
apimo-7666729,819000
hektor-immo-wittenheim-3327,193000
safti-1-646979,199000
ag681104-363901903,249000
immo-facile-37632074,167400
ag681158-311865783,225000
immo-facile-adresse-12426273,162000
orpi-1-054039E1CICW,189000
hektor-immo-wittenheim-3120,239200
mgc-374011223-SJ-230127-091227,303500
ag671791-282666371,315000
mgc-358030940-CWE-220912-112559,238000
iad-france-993525,225000
entities-1044601-2795075,690600
immo-facile-50160546,255000
ag671791-314292978,240000
iad-france-994571,250000
gedeon-23953460,86400
immo-facile-49329673,220000
rodacom-5151604,179000
iad-france-1169452,119000
guy-hoquet-immo-facile-2945097,576000
135755855,328200
mgc-338051403-cf-mas-plein-pied-lot-,265800
mgc-330798940-MS-220125-094234,310000
160156167,311500
immo-facile-47729238,64800
ag680824-319029210,273000
ag681391-330720003,106000
mgc-304452483-cf-traubach1000m2B2,444400
ag671791-328150182,110000
ag680297-332334438,237000
ag681145-383218610,209000
hektor-moebel-immo-262,167000
ag681145-368793271,75000
hektor-generalimmo-3410,237000
immo-facile-2345026,132979
immo-facile-40088587,341250
guy-hoquet-immo-facile-2787796,177000
guy-hoquet-immo-facile-4883568,99000
orpi-1-054048E1NDEV,172000
ag440414-294101861,185000
ag681156-356340796,128000
hektor-MAYAIMMO2020-2361,369250
ag671913-382378903,290000
ag671791-287402273,98000
158728237,201500
hektor-girardi-pfastatt-2693,232000
ag681158-379523560,310000
safti-1-861263,249500
rodacom-4789586,260820
iad-france-1211820,259000
immo-facile-50465911,150000
154265281,139900
guy-hoquet-immo-facile-5797060,56000
orpi-1-054928E1ECKH,130000
guy-hoquet-immo-facile-4036669,135000
hektor-robischung-2493,191000
guy-hoquet-immo-facile-3335750,141000
ag680286-266045375,80000
iad-france-940330,116000
ag681110-258613465,355000
ag681425-344276007,182310
147008205,220500
ag671791-297132042,55000
immo-facile-48173583,207000
ag681204-349398354,60000
hektor-MAYAIMMO2020-1972,498000
guy-hoquet-immo-facile-2366845,234000
immo-facile-43724374,230050
immo-facile-adresse-11822521,219000
entities-1044599-2710817,331000
hektor-generalimmo-3127,203200
ag681120-350022874,259900
ag681158-308764638,437000
hektor-sweethomeconseil-1280,119900
immo-facile-35774640,199680
immo-facile-51649660,139000
ag680633-240606670,104900
mgc-307662587-SJ-210629-162626,378000
immo-facile-49082612,74800
hektor-immoplusalsace-2192,315000
entities-1044599-2802871,279850
ag681158-264752213,249000
guy-hoquet-immo-facile-5749499,104500
guy-hoquet-immo-facile-6007628,359000
ag680575-284833562,235000
guy-hoquet-immo-facile-5863262,192300
safti-1-682866,240000
entities-1043690-3587814,314315
entities-1044602-2807086,647000
hektor-ghisimmobilier-1987,345000
apimo-7211633,321000
citya-immobilier-36-TMAI132302,543000
safti-1-830318,45000
hektor-girardi-blotzheim-2284,258570
hektor-girardi-pfastatt-2735,371000
orpi-1-054933E2CEPB,215000
apimo-6798810,240000
immo-facile-51688273,676000
hektor-sweethomeconseil-1331,154900
immo-facile-47563136,178000
immo-facile-47880204,397000
ag681088-378773665,98000
iad-france-1342400,189900
ag680632-242381170,94300
adapt-immo-680091444,199000
immo-facile-47554681,410000
ag681391-343686744,636000
safti-1-647834,229000
160538069,395590
ag681088-361465720,555000
guy-hoquet-immo-facile-2207669,127000
mgc-382473348-C-GUE-528-105-OS5,409048
guy-hoquet-immo-facile-5741819,183900
151847183,215800
hektor-agfreyimmo-931,278000
hektor-MAYAIMMO2020-1751,280000
orpi-1-054927E26YRY,218000
ag681404-374465971,263750
rodacom-4369227,245000
entities-1043690-3577357,487035
hektor-3ROIIMMOBILIERE-961,66000
hektor-MAYAIMMO2020-1830,86000
hektor-MAYAIMMO2020-791,205000
iad-france-1184268,312000
ag681423-374290348,195000
safti-1-788294,127000
hektor-MAYAIMMO2020-2295,613600
hektor-CGAIMMOBILIER-751,245000
ag681103-356413455,169000
155279695,124000
ag681204-372098761,410000
immo-facile-52337957,122200
guy-hoquet-immo-facile-2716818,285000
immo-facile-49329075,83000
ag681391-365796268,315000
nexity-GB00111129,58000
ag681110-347269866,128400
apimo-6884640,273000
ag681145-376583722,214000
ag681237-373138720,151200
iad-france-1195182,270000
hektor-robischung-2202,312500
ag671474-248370061,389000
immo-facile-52369524,90000
century-21-202_3185_1430,266500
immo-facile-51634824,240000
rodacom-4886928,228200
ag671717-371144737,284000
hektor-ag-orim-1091,365000
apimo-4435544,205000
ag681120-331138929,459000
153331885,173196
immo-facile-50349929,416000
mgc-357977842-RK_MSB_MANSPACH_TM860moy,392000
hektor-sweethomeconseil-1197,225000
entities-1043690-3634381,309570
mgc-118756865_RFMERX361-SMART1-1-1-RFMERX361-SMART1-1-1,274600
ag681237-277454552,395651
hektor-generalimmo-2931,176000
immo-facile-2180739,335000
hektor-mhimmobilier-553,199000
ag671791-317865036,130000
hektor-robischung-2462,293000
ag681391-323976966,275000
ag681154-256239610,248000
ag680633-209674728,124000
hektor-MAYAIMMO2020-1864,420000
ag671791-286102121,75000
hektor-robischung-2100,366000
ag681154-335155188,268000
ag681156-357279298,525000
orpi-1-054927E2NDER,96300
immo-facile-39817551,440000
hektor-MAYAIMMO2020-1888,328000
iad-france-945558,225000
rodacom-3951342,128000
guy-hoquet-immo-facile-5972273,199900
rodacom-3229046,299000
hektor-ag-orim-1039,300000
orpi-1-054933E238XO,221000
entities-1044601-2629603,890520
132004617,162645
immo-facile-51269811,214000
146578137,206141
guy-hoquet-immo-facile-5518669,230000
guy-hoquet-immo-facile-5516777,150000
iad-france-1193891,135000
visiteonline-p_5135307,265000
ag671791-331383768,174000
orpi-1-054932E24BKA,180000
iad-france-1091591,158600
153724987,339000
guy-hoquet-immo-facile-5849734,265000
hektor-moebel-immo-190,472000
ag680575-298201830,185000
hektor-girardi-pfastatt-3297,101000
ag743447-370992001,169600
ag671474-375377074,229900
ag681237-329351661,437000
ag670426-343593627,235000
guy-hoquet-immo-facile-2735100,95000
rodacom-5119116,471000
immo-facile-44361532,228800
orpi-1-054037E1XGDR,169772
ag681158-315772716,174000
guy-hoquet-immo-facile-2334351,399000
ag302002-366524386,139000
orpi-1-054037E1CLPO,200000
ag680286-326790009,470000
ag681237-348059997,138500
mgc-372504922-MKI-ASPACH-230112,304200
ag680632-255351444,75700
guy-hoquet-immo-facile-5692944,130600
entities-1043690-3683129,298355
149234687,312900
mgc-319221405-AP-UFFHEIM-20211110,340000
150943761,226852
century-21-202_3377_483,151200
hektor-girardi-pfastatt-3090,247000
mgc-382187670-C-BAL-390-85-AG2,287500
apimo-82269233,551200
ag681158-377405722,263000
rodacom-4634418,260500
hektor-CGAIMMOBILIER-1762,316016
hektor-1_lerosenberg-1503,215000
hektor-5_lerosenberg-1634,241500
immo-facile-44261568,235000
ag671474-358641652,310000
orpi-1-054037E1LZL5,309174
guy-hoquet-immo-facile-5629950,83000
orpi-1-054927E2D2FV,66000
ag681104-370126453,60000
ubiflow-easybusiness-226555138,322369
ag751938-303840147,240000
safti-1-827423,550000
mgc-377668881-C-ZAE-545-135-OS,411605
immo-facile-35449105,185000
ag681423-344591421,315000
ag671791-307511784,117000
ag680967-292219091,214000
immo-facile-51908624,479000
safti-1-623467,225000
145263381,279000
ag680254-273036872,210000
immo-facile-44680055,748000
orpi-1-054928E2NWE0,192000
adapt-immo-680091517,250000
ag680575-176911384,239000
mgc-361090921-ISSENHEIM550LB2P130,410500
ag681391-348508602,263000
mgc-339687639-Hochstatt630JC4P,533500
ag681237-338823063,234300
mgc-380667175-MKI-LUTT-230330,398500
immo-facile-37610630,720708
iad-france-1014334,215000
ag681088-362092129,229000
ag681391-350144674,795000
orpi-1-054041E223KI,129600
mgc-378174914-MS-230307-153518,330000
